customer_id,snapshot_date,age,income,credit_score,tenure_months,num_products,has_savings_account,has_checking_account,has_credit_card,has_mortgage,has_personal_loan,has_investment_account,employment_status,education_level,marital_status,num_dependents,owns_home,savings_balance,checking_balance,credit_card_balance,investment_balance,num_transactions_last_month,num_atm_withdrawals_last_month,num_online_transactions_last_month,num_pos_transactions_last_month,total_transaction_amount_last_month,avg_transaction_amount_last_month,num_deposits_last_month,total_deposit_amount_last_month,num_withdrawals_last_month,total_withdrawal_amount_last_month,num_bill_payments_last_month,total_bill_payment_amount_last_month,num_international_transactions_last_month,total_international_amount_last_month,num_customer_service_calls_last_month,num_branch_visits_last_month,num_mobile_logins_last_month,num_web_logins_last_month,credit_utilization,debt_to_income_ratio,months_since_last_product_purchase,num_products_purchased_last_year,email_open_rate_last_3_months,email_click_rate_last_3_months,sms_response_rate_last_3_months,avg_monthly_balance,balance_volatility,num_overdrafts_last_year,total_overdraft_fees_last_year,num_late_payments_last_year,has_direct_deposit,has_auto_pay_setup,num_failed_transactions_last_month,savings_growth_rate_last_6_months,cross_sell_score,risk_score,customer_lifetime_value,recency_score,frequency_score,monetary_score,target_product_acquired
8705,2024-04-30,68,37850.981046698376,,26,4,1,1,1,1,0,0,self_employed,high_school,divorced,1,0,2878.205950971798,,2725.234251720665,0.0,24.0,3,20,18,2422.3234856575355,100.93014523573065,6,4579.504354443762,4,3260.2848357845523,4,2333.5346225684957,0,0.0,1,1,13,6,0.23999679588739736,0.0719990387662192,10,1,0.32038235839428375,0.1370380637658733,0.28867482430580504,1769.3639821880129,0.4177089609547646,1,35,0,1,1,1,,43.153032808114,10.193954636352668,67643.77666086238,83.14576748038466,32.90825648189953,75.27057078242612,0
3085,2024-05-30,59,44315.58807102009,687.2124490599826,70,2,0,1,1,1,0,1,employed,high_school,divorced,2,0,0.0,,3024.6209684027476,71069.18053031563,34.0,2,11,20,1881.1502967768022,55.327949905200065,3,4758.722349389231,9,13877.107114696222,7,651.1219199171588,1,95.34099725971967,0,1,12,8,0.22750617409202192,0.06825185222760657,33,0,0.21554556721002038,0.03464168266648344,0.13873171422308297,109.28143032972544,0.2512999239657979,0,0,0,1,1,0,-0.08177449498978133,,25.766200713457405,,85.62835429337503,64.56270419638629,60.6395928698251,0
4420,2024-01-31,43,26813.8070350207,658.493080037821,60,3,1,1,0,0,0,1,retired,master,divorced,2,1,3524.4499214746716,947.678626976542,0.0,32479.745196908432,32.0,3,12,17,6751.948857146627,210.9984017858321,3,2966.7040432872477,7,895.3090274071757,4,922.5523861725038,1,,0,1,7,8,0.0,0.0,12,0,0.3113545484956398,0.12469287810105764,0.17391009061606674,2236.064274225607,1.3798786882568093,0,0,0,0,1,0,0.06566814807000568,16.139028959824657,42.79625390874472,77502.83613924052,32.55022286017331,76.26482064302157,64.56443957234283,0
2112,2024-04-30,58,,459.17558835296995,63,2,1,1,1,0,1,1,self_employed,high_school,widowed,1,1,30233.410468426824,12186.140147002987,986.7110489306414,20207.31500635576,26.0,2,19,29,4600.1425678608175,176.92856030233912,2,4419.127677590381,3,2304.471631597357,4,1821.6303910623174,0,0.0,0,1,13,6,0.07626807874111885,0.22288042362233568,8,1,,0.05659328883742628,,21209.775307714906,1.9536943803216549,0,0,1,1,0,0,0.031719365028703136,13.58881498277446,29.408203554815536,,82.93183182422764,65.95309079321599,76.04513951770242,0
5491,2024-03-31,53,11426.763350688196,556.532615861571,42,3,0,0,0,0,1,0,employed,high_school,divorced,1,0,0.0,0.0,0.0,0.0,22.0,4,17,22,8105.220695663592,368.4191225301633,4,3244.556899965543,8,1112.9311367794282,7,4697.476676916875,0,0.0,0,0,14,9,0.0,0.19999999999999998,2,1,0.06742742390189962,0.02250385740110238,0.10920891532457322,0.0,5.255222106616909,0,0,0,0,0,0,,22.355480520352994,5.817762772342157,,49.043702394279116,50.178682291371146,73.22558868838543,0
1676,2024-01-31,73,26392.034925501717,597.8806260057538,36,2,0,1,0,0,0,0,unemployed,bachelor,married,0,1,0.0,929.5759761973284,0.0,0.0,31.0,3,12,15,959.4567016523986,30.95021618233544,4,6308.355194112312,7,2961.695372053074,8,227.81258592322158,0,0.0,0,1,12,10,0.0,0.0,35,3,,0.035160506739256824,0.11528081699607938,464.7879880986642,0.23851797000306046,0,0,1,1,1,0,0.007125911582751051,35.51361233128827,68.23099272579792,53637.713119621,74.94905537360454,53.60970248118405,78.43996754743824,0
5136,2024-01-01,67,21544.407828091476,718.3904081638017,89,3,0,1,1,1,0,0,retired,bachelor,married,3,0,0.0,1833.584418043337,570.6959909055556,0.0,,4,23,19,3127.226759055795,94.76444724411499,5,2225.8332530405155,3,3136.937212504304,7,3097.5078035882734,1,46.82246001106761,1,1,10,11,0.0882976215853459,0.026489286475603772,26,0,0.43971543743794667,,0.20830172747672415,916.7922090216686,2.4960730397932003,0,0,0,0,0,0,-0.08175304921373473,8.704930983621688,61.49069095662938,,21.817218183126936,81.45581484859495,78.24420772338738,0
6507,2024-03-01,52,38714.23916775495,713.2340949255405,8,3,1,1,1,1,1,0,unemployed,master,married,1,0,2964.6368426407153,2113.0325451008753,1680.557001074396,0.0,28.0,8,15,15,8218.901660855267,293.53220217340237,2,1752.8401574776062,4,4033.6209990689304,2,794.5162474093137,1,39.229064358508346,1,1,12,11,0.14469757873774175,0.24340927362132253,23,0,0.12247058196936231,,0.16721238159347257,2538.8346938707955,1.5821888464109224,1,35,0,0,1,1,,,20.370031464287532,17786.64317206671,26.309469158940423,74.70399727381117,62.77289467075637,0
5422,2024-03-01,33,56233.70167109689,612.0602348752809,39,1,0,1,1,0,0,1,employed,master,single,3,0,0.0,859.6023548478239,1039.5296834404112,106133.95809414046,24.0,3,24,27,3211.5252560066574,133.81355233361072,1,6320.692267231912,3,11349.030373522071,5,3268.086291432116,0,0.0,3,1,13,11,0.061619613182647186,0.018485883954794155,22,0,,0.04520824218263047,0.2756999996213408,429.80117742391195,,0,0,0,1,0,1,-0.06205823680846821,42.98761396160346,36.54358072801748,120884.45011358922,92.44758853408943,60.88940320749864,9.77286672388187,0
6395,2024-01-01,51,13821.513592940528,606.3645501743541,6,1,1,0,0,0,0,0,employed,high_school,widowed,1,0,954.0952723033641,0.0,0.0,0.0,28.0,4,17,20,2668.7247726675314,95.3115990238404,2,9667.011430113702,4,2120.9562893723623,9,1428.5415761140225,0,0.0,1,0,16,4,0.0,0.0,21,1,0.18039764856318463,0.058433578432416214,0.08980794060805998,477.04763615168207,1.2627815345080764,2,70,0,1,0,0,0.046881851085120746,4.270990988125239,16.469039656596674,2377.0464335855268,56.97893656128077,70.61235038563667,78.53217914699657,0
3071,2024-03-31,19,71876.86357739287,680.2269721057029,118,4,0,1,0,0,0,0,employed,bachelor,married,2,1,0.0,1455.569703686676,0.0,0.0,24.0,4,13,31,6095.623239449445,253.98430164372687,1,9071.124710818562,8,1590.4938797663283,8,230.43506850392907,1,,1,1,11,9,0.0,0.0,19,0,0.3696258148081225,0.01843832288655335,0.06814531514923441,727.784851843338,0.9732242696452844,0,0,0,1,0,0,0.05389017655965997,31.253151415433855,28.295067241199174,338126.84275577415,61.11119932865604,59.113801813541144,42.41304706821399,0
1597,2024-03-01,44,51387.27335547621,445.13670002356884,82,4,1,1,0,1,0,0,employed,bachelor,single,0,0,6194.291157745614,424.3231058650096,0.0,0.0,26.0,6,15,18,4682.85117835758,180.10966070606077,2,483.009469040885,3,3370.617328416302,7,4026.1242674950613,1,753.8185470023182,0,1,14,7,0.0,0.0,31,0,0.21193739665868572,,0.08110018019991173,3309.307131805312,5.16995987139736,0,0,0,1,1,0,-0.010123640617728278,23.90671289844139,19.91997214521736,154183.21414943537,27.405057470964433,59.27540580240276,57.93058757176045,0
5921,2024-01-31,23,,690.3935418891203,115,3,0,1,1,0,0,1,self_employed,bachelor,married,3,0,0.0,8976.508976470643,2023.327480396983,15052.414552295477,20.0,3,18,22,16829.05078466952,841.452539233476,1,4609.176350645322,6,697.758113500785,4,2227.41811279303,2,67.49710542831322,0,0,20,9,0.20247388631128607,0.06074216589338582,17,1,,0.034532410370603714,0.024710934039867107,4488.254488235321,5.277984808718594,0,0,1,0,1,0,-0.10434356744235619,,29.61277732383887,,82.78853292150131,60.78676329872853,66.523944699317,0
6267,2024-01-01,48,24353.669226498583,573.0009001722357,31,1,0,1,0,0,0,0,employed,phd,married,0,0,0.0,730.2642383551948,0.0,0.0,23.0,4,17,16,3616.5785628544463,157.2425462110629,5,789.1278050550277,6,918.5966075365704,5,785.4656740521497,0,0.0,1,0,12,9,0.0,0.0,9,2,0.20078531400372335,,0.1494414950895032,365.1321191775974,0.3578821525110387,0,0,0,0,1,0,-0.01690766467134398,52.38856183935208,4.392631001432106,36539.568207913166,52.308100620168155,70.09746128277614,64.21185894478599,0
3460,2024-04-30,42,30041.136860859027,764.6009760262982,71,2,0,1,1,0,0,0,employed,bachelor,single,2,1,0.0,10559.27454950793,7277.337831653127,0.0,21.0,3,17,22,2629.781212516654,125.22767678650732,2,3332.6720579769835,6,1528.9637308294568,5,660.3640294864246,2,115.73754758141256,1,1,11,5,0.807485844644677,0.24224575339340307,26,0,0.5178653644284767,0.18001695407823987,0.31285922585437226,5279.637274753965,2.0587309008804584,0,0,0,1,1,0,-0.06586470853738051,,12.6303928615985,129524.52867652693,55.84415691559435,46.003418874359234,66.66942714235542,0
8957,2024-03-31,23,15622.256579267154,627.2039857258646,69,2,0,1,0,0,0,0,self_employed,bachelor,divorced,1,0,0.0,837.8957131135604,0.0,0.0,24.0,1,16,27,5248.8653835833475,218.7027243159728,2,11440.228317042236,8,10228.210791921287,10,3744.028501777073,2,,1,0,18,7,0.0,0.0,23,0,0.6537587448545183,,,418.9478565567802,9.573809428502749,1,35,1,1,0,0,0.04495417615196991,72.18105036460229,56.81463758281301,51205.77709052684,58.761111388495266,24.913880499981097,89.9336680574928,0
2689,2024-01-31,30,91424.26265535223,720.0842472092778,57,2,0,1,1,0,1,0,employed,high_school,single,0,0,0.0,5504.626080234046,1457.2838695178962,0.0,30.0,4,13,14,2480.540153558325,82.6846717852775,4,6748.634169833358,7,1085.7300399448795,7,1642.213425340606,0,,1,1,15,7,0.053132645069340456,0.21593979352080217,29,1,0.24776087015087303,0.04597990736734213,0.5489839830388676,2752.313040117023,0.6353326785045499,0,0,0,1,0,0,0.175135244584641,16.56352110129125,23.233342796271543,220203.94601312204,35.70414518957097,78.20721111214442,12.872800391865763,0
2029,2024-01-31,33,53562.06103291959,501.414081377193,67,3,1,1,0,0,0,1,employed,bachelor,married,0,0,905.648032804034,2656.400991129963,0.0,6417.701518636227,28.0,3,14,10,6706.199651189548,239.5071303996267,0,16043.693666475443,5,1730.7565028951688,12,1811.3601259564296,0,0.0,0,1,10,12,0.0,0.0,11,0,0.3629020886857459,0.014740196703232743,0.14161166531641223,1781.0245119669985,2.7642397081345234,0,0,0,1,1,0,0.03415506615018942,47.41156188716401,8.619766751231026,163951.2698730834,23.81090054395055,65.85958021696815,83.83556674360968,0
2207,2024-01-01,25,18975.253368003752,825.8697705032884,39,5,1,0,0,1,0,0,employed,master,single,2,1,3013.4174403070265,0.0,0.0,,25.0,3,12,17,1161.5984281807707,46.46393712723083,3,2366.2804379095546,4,4719.649051601218,6,2328.9832226263397,1,164.674346426256,0,1,12,9,0.0,0.0,5,0,0.15582541443107256,0.027346561225509037,0.14867796715366732,1506.7087201535132,1.5964291935380062,0,0,0,1,0,1,-0.10677633295042184,22.108296660539352,2.1039809657536956,,97.73279432478752,42.01868511725795,59.20849664041155,0
506,2024-03-01,27,40947.861770471325,673.9724059442644,95,1,1,0,0,0,0,0,self_employed,high_school,married,0,1,9474.370400330017,0.0,0.0,0.0,19.0,7,14,17,2243.0276411700415,118.05408637737061,2,3655.5915670419818,2,1574.5205665499334,8,4782.303906145611,2,,0,1,19,4,0.0,0.0,4,0,0.30093980431700684,,0.07520187764095816,4737.185200165009,0.6971358583408784,0,0,0,0,0,0,0.010494780361980963,59.19585042633951,26.761534447205065,213981.21879298717,68.16350082726271,40.572217931456514,69.20568339762417,0
1878,2024-01-01,41,69648.43785607144,455.0581244171242,45,2,1,1,0,0,0,0,employed,bachelor,married,0,1,9242.26997237602,681.3928272678975,0.0,0.0,16.0,4,14,15,1133.4401776687432,70.84001110429645,5,3622.1027717067022,4,2143.2316080454684,8,751.7947917552947,1,512.6946224704066,1,1,11,8,0.0,0.0,5,0,,0.13428171719128867,,4961.831399821958,0.09859282336063854,0,0,0,1,1,0,0.18338857388258095,31.574182143306473,41.59114981702178,,94.31778694719556,23.510693704651757,93.6877359152599,0
3813,2024-03-01,33,37465.16147513989,476.2682303531588,53,2,1,1,1,1,0,0,employed,high_school,married,1,0,1995.274127887872,736.5994239193989,373.7046157126942,0.0,24.0,3,20,25,3870.9771416301214,161.2907142345884,3,19000.770024622117,5,4392.9382406439,2,1808.753887032606,1,99.03073905747407,0,0,8,7,0.03324907736490668,0.009974723209472004,10,1,0.15250494789876948,0.00865506812140536,0.6083819351888622,1365.9367759036354,,0,0,0,1,1,0,-0.09590309701906574,17.812992431615125,16.716008054720675,158098.3122301296,65.86076594169069,75.0142995608343,75.8660245418675,0
295,2024-03-31,25,22205.11242599976,,96,1,1,1,1,0,0,0,employed,bachelor,married,1,1,14181.640738906013,966.3757818601296,142.36690563223104,,19.0,4,12,22,4489.296490218797,236.27876264309458,4,3161.7095739558663,4,1344.1093846666683,7,642.8095787450848,0,,0,0,13,6,0.0213714906280674,0.006411447188420219,10,0,,0.0013495361396080796,0.13098874432488722,7574.0082603830715,,0,0,0,0,1,0,,,31.811685931425288,,70.25316816926559,74.38243193836266,47.88621885929503,0
6967,2024-05-30,54,46135.46546898598,722.5756237115327,85,5,1,1,1,0,1,0,employed,bachelor,single,2,1,457.85763122269003,1290.5478208292002,561.4594431296656,0.0,24.0,2,17,23,2951.3876411871,122.9744850494625,2,2827.4501447697703,4,899.8700942369154,7,1525.960307211384,0,0.0,0,0,8,10,0.040566004007415946,0.2121698012022248,20,0,0.630068483053667,0.02021844995354561,0.09980810045262281,874.2027260259451,0.24303583385635538,0,0,0,0,1,0,-0.14966365170405377,27.834126782213698,33.55737543935088,,42.01639660052099,64.60535869077825,60.970242748767525,0
9680,2024-04-30,19,19552.26542858539,533.3134399965462,70,1,0,1,1,0,0,0,retired,high_school,married,2,0,0.0,850.047563263957,1934.953369898184,0.0,27.0,5,17,19,1612.8692004571978,59.73589631322955,3,5281.151404431152,6,1624.4843795489192,4,1258.000500694954,0,0.0,0,1,11,7,0.3298770973565864,0.0989631292069759,13,2,0.08811867298765706,0.017538852040762668,,425.0237816319785,0.2724325857618304,0,0,0,1,1,0,-0.05952153444086637,,35.83010907871792,70861.22382142724,69.11436007745935,69.13248689134662,79.04259040063613,0
5386,2024-04-30,74,42346.52782415786,722.5973199985573,94,6,0,1,0,0,0,0,employed,bachelor,married,3,1,0.0,1075.942908253212,0.0,0.0,33.0,5,15,19,1438.5987236142355,43.59390071558289,4,3064.5886377028405,7,2032.4549469613798,5,743.9513061489466,1,653.6115591702151,0,2,13,11,0.0,0.0,26,0,0.1381323546842088,0.056045983307768915,0.019987485368373574,537.971454126606,1.2113441162488823,0,0,0,1,1,0,0.04359254369127987,36.58123567075445,12.670567158492277,194473.37167449025,76.78825565167364,84.55603921363483,58.22156242351505,0
4396,2024-01-01,50,,849.6976982853289,50,4,1,1,0,0,0,0,employed,bachelor,married,3,1,435.10828856596794,1564.856976761462,0.0,,23.0,5,10,19,4039.9382692036684,175.6494899653769,5,715.0160742351709,8,2430.7008470320316,5,2469.892275477308,1,128.78317425456075,1,1,14,7,0.0,0.0,1,2,,0.031246743051250973,0.05661235559163165,999.982632663715,0.5158447224878594,0,0,0,1,0,0,0.07156530139294155,60.01784457177995,27.87671560320047,51007.825541254955,57.201220728371084,74.95797097348739,46.130663205783925,0
7194,2024-01-01,41,36621.99208525782,714.5425753078763,7,3,1,1,0,0,0,0,employed,high_school,divorced,0,1,4400.000795592205,1628.5171628589428,0.0,,31.0,6,12,17,9541.765652930895,307.79889203002887,2,29407.013772106584,8,4225.83450883164,12,3198.7284282655783,1,73.93829632025401,1,0,13,6,0.0,0.0,18,0,,0.03441489700169793,0.3512020584245349,3014.258979225574,0.9035378657384576,0,0,1,0,0,0,-0.12841209799413233,36.41095908991889,2.496540713692389,15846.38472364516,66.95324953899092,54.97062561914745,64.61640289830413,0
5873,2024-01-31,56,24388.422394238212,535.4503519480829,17,2,1,1,1,0,0,0,retired,bachelor,single,1,0,2809.877681469824,4108.463553124838,164.43522070465326,0.0,22.0,7,20,17,3941.8435601940846,179.1747072815493,3,4015.779188936422,7,2381.4669910186853,9,1747.3479786005144,1,102.97243198938114,1,1,11,10,0.022474491932628553,0.006742347579788565,1,0,0.4581185398864794,0.31651699642242914,0.12103851347368226,3459.170617297331,2.3093627526878957,0,0,0,0,1,0,,17.71759819458875,23.27985877679868,18899.28321623792,53.357772828910676,71.80402331631925,69.20566709978708,0
5731,2024-03-01,27,21060.33959042217,606.659112934988,48,2,0,1,0,0,0,0,employed,master,married,3,1,0.0,840.3092062719405,0.0,0.0,26.0,3,18,21,6145.384387210289,236.3609379696265,1,4316.688447467786,4,5889.063757495919,2,603.0998799705125,0,0.0,0,0,21,4,0.0,0.0,18,0,0.3060107966832035,,,420.15460313597026,,1,35,2,1,1,0,0.1467063058414691,15.66849839845294,21.734564395484426,56686.27493553951,46.67190450306047,56.03031637051041,80.0593960040498,0
9539,2024-04-30,27,64822.28142827017,580.2733716082134,85,1,1,1,0,0,0,1,self_employed,bachelor,divorced,2,0,14086.573500208327,1184.0519677916766,0.0,12449.445155071457,24.0,4,17,21,16415.927631615552,683.996984650648,0,1713.7782178762318,4,5861.536238767839,6,4522.462326123451,1,111.06496771880892,0,0,6,2,0.0,0.0,35,0,,0.047876494118861815,,7635.312734000002,1.9871140405406706,0,0,0,1,1,0,-0.024802418549874385,21.955460380395017,27.271569735956792,337159.0306599731,57.975399871457256,59.56820980702694,74.84730836330833,0
8879,2024-01-01,19,15921.124093876393,,69,1,1,1,1,0,1,0,retired,bachelor,married,3,1,2785.3181214862907,2698.782080856273,5559.741729853029,0.0,19.0,8,14,17,2232.397624969835,117.49461184051762,4,5078.894996437316,4,198.00535963777418,5,1169.6734575542748,1,91.67040022997404,1,2,15,10,1.164017837155821,0.5492053511467464,32,1,0.1474052302286128,,0.31492831258279,2742.0501011712818,2.4727952895566983,0,0,0,1,0,0,0.04821332262763851,40.818526936394214,48.93021098571169,64634.696235369076,64.14767349813157,82.84065376885674,72.43300523685582,0
3657,2024-01-01,19,,654.4385209333748,103,3,1,1,0,0,1,1,retired,high_school,married,0,0,3304.2602605907314,1276.7181724002066,0.0,5697.310018129807,23.0,8,11,27,5125.258476397837,222.8373250607755,3,2578.3777658019994,6,5316.113128400532,6,3713.640591088206,0,,0,0,11,7,0.0,0.2,32,2,0.24608263516453321,0.10403462107856817,0.1729265323608581,2290.489216495469,,0,0,0,1,1,0,-0.09618706786471384,20.396529597951236,10.092030569818432,121520.3195942814,31.084744697689153,6.973454587933653,69.3196598550653,0
1536,2024-04-30,58,45470.99908618827,712.10655862479,81,2,1,1,0,1,0,1,employed,high_school,married,1,0,1737.3583671991591,798.8393391420832,0.0,1784.8042854019632,17.0,7,20,27,1805.782486045743,106.22249917916136,3,4761.202938099847,5,1081.5639439684137,7,1793.1189746458435,2,248.13766309759,0,0,16,7,0.0,0.0,7,1,0.3659356867864999,0.11523243865182001,0.40264257292071015,1268.0988531706212,3.8024183447992392,0,0,0,1,1,0,-0.10562679381104485,48.830690662947994,17.475933091165192,,53.4755576718805,69.44143866403508,32.18251528572403,0
6194,2024-01-01,59,23324.940563622527,660.2326939461908,54,2,0,1,0,1,0,1,self_employed,bachelor,divorced,2,0,0.0,173.77658466447102,0.0,1980.7371058704953,18.0,5,16,21,5080.042694724101,282.224594151339,2,5584.630857286119,6,11903.385206241457,7,656.2080703902249,0,0.0,1,3,10,8,0.0,0.0,8,2,0.2999482039720145,0.023077128245330685,0.11733763338652163,86.88829233223551,0.17792974907092382,0,0,0,0,0,0,,59.10017252500845,2.366577232916931,67959.18916600807,73.31019271486427,79.26840113926151,82.47844754304519,0
4187,2024-03-31,67,21420.183819401416,650.8656775464623,28,2,1,1,0,0,1,0,retired,bachelor,single,2,0,1425.4304841068567,4613.955459703794,0.0,0.0,26.0,4,21,13,448.01195081889887,17.231228877649958,7,3090.8914286768418,4,4533.616446256089,6,2994.8760951099193,0,0.0,1,1,13,8,0.0,0.2,21,0,0.20932753731623144,0.011700950379040093,0.2908767274264196,3019.6929719053255,,0,0,0,1,1,0,-0.2934354406056354,,3.827907673111823,33771.75361160307,51.34206764269613,60.739885647823314,58.7440569610684,0
